isin,stock_x,indicator_code,indicator_name,period,value
IT0001347308,Buzzi,income_09,Normalized EBITDA,2021-12-31,893694000
IT0001415246,Fincantieri,balances_01,Current Liabilities,2021-12-31,6059844000
IT0001415246,Fincantieri,balances_02,Total Assets,2021-12-31,9081534000
IT0001415246,Fincantieri,balances_03,Total Non Current Assets,2021-12-31,2857740000
IT0001415246,Fincantieri,balances_04,Investmentin Financial Assets,2021-12-31,26666000
IT0001415246,Fincantieri,balances_05,Other Intangible Assets,2021-12-31,415610000
IT0001415246,Fincantieri,balances_06,Goodwill,2021-12-31,272383000
IT0001415246,Fincantieri,balances_07,Current Assets,2021-12-31,6223794000
IT0001415246,Fincantieri,balances_08,Inventory,2021-12-31,438855000
IT0001415246,Fincantieri,balances_09,Accounts Receivable,2021-12-31,935578000
IT0001415246,Fincantieri,balances_10,Cash And Cash Equivalents,2021-12-31,1236180000
IT0001415246,Fincantieri,balances_11,Total Capitalization,2021-12-31,2611498000
IT0001415246,Fincantieri,income_01,Diluted EPS,2021-12-31,0.01271
IT0001415246,Fincantieri,income_02,Basic EPS,2021-12-31,0.01286
IT0001415246,Fincantieri,income_03,Total Revenue,2021-12-31,6799577000
IT0001415246,Fincantieri,income_04,Cost Of Revenue,2021-12-31,5310717000
IT0001415246,Fincantieri,income_05,Operating Revenue,2021-12-31,6799577000
IT0001415246,Fincantieri,income_06,Net Income,2021-12-31,21778000
IT0001415246,Fincantieri,income_07,EBIT,2021-12-31,163241000
IT0001415246,Fincantieri,income_08,EBITDA,2021-12-31,368553000
IT0001415246,Fincantieri,income_09,Normalized EBITDA,2021-12-31,403725000
IT0001447348,Mittel,balances_01,Current Liabilities,2021-12-31,104478886
IT0001447348,Mittel,balances_02,Total Assets,2021-12-31,649096262
IT0001447348,Mittel,balances_03,Total Non Current Assets,2021-12-31,461001600
IT0001447348,Mittel,balances_04,Investmentin Financial Assets,2021-12-31,11893560
IT0001447348,Mittel,balances_05,Other Intangible Assets,2021-12-31,13393274
IT0001447348,Mittel,balances_06,Goodwill,2021-12-31,96199357
IT0001447348,Mittel,balances_07,Current Assets,2021-12-31,188094662
IT0001447348,Mittel,balances_08,Inventory,2021-12-31,65257947
IT0001447348,Mittel,balances_09,Accounts Receivable,2021-12-31,38288444
IT0001447348,Mittel,balances_10,Cash And Cash Equivalents,2021-12-31,67560266
IT0001447348,Mittel,balances_11,Total Capitalization,2021-12-31,276595412
IT0001447348,Mittel,income_01,Diluted EPS,2021-12-31,0.007
IT0001447348,Mittel,income_02,Basic EPS,2021-12-31,0.007
IT0001447348,Mittel,income_03,Total Revenue,2021-12-31,201679764
IT0001447348,Mittel,income_04,Cost Of Revenue,2021-12-31,122278339
IT0001447348,Mittel,income_05,Operating Revenue,2021-12-31,201679764
IT0001447348,Mittel,income_06,Net Income,2021-12-31,582488
IT0001447348,Mittel,income_07,EBIT,2021-12-31,7172761
IT0001447348,Mittel,income_08,EBITDA,2021-12-31,24640115
IT0001447348,Mittel,income_09,Normalized EBITDA,2021-12-31,27828386
IT0001477402,Exprivia,balances_01,Current Liabilities,2021-12-31,89037000
IT0001477402,Exprivia,balances_02,Total Assets,2021-12-31,207123000
IT0001477402,Exprivia,balances_03,Total Non Current Assets,2021-12-31,100700000
IT0001477402,Exprivia,balances_05,Other Intangible Assets,2021-12-31,9278000
IT0001477402,Exprivia,balances_06,Goodwill,2021-12-31,69071000
IT0001477402,Exprivia,balances_07,Current Assets,2021-12-31,106423000
IT0001477402,Exprivia,balances_08,Inventory,2021-12-31,23501000
IT0001477402,Exprivia,balances_09,Accounts Receivable,2021-12-31,53360000
IT0001477402,Exprivia,balances_10,Cash And Cash Equivalents,2021-12-31,19060000
IT0001477402,Exprivia,balances_11,Total Capitalization,2021-12-31,103926000
IT0001477402,Exprivia,income_01,Diluted EPS,2021-12-31,0.2148
IT0001477402,Exprivia,income_02,Basic EPS,2021-12-31,0.2148
IT0001477402,Exprivia,income_03,Total Revenue,2021-12-31,176476000
IT0001477402,Exprivia,income_04,Cost Of Revenue,2021-12-31,125281000
IT0001477402,Exprivia,income_05,Operating Revenue,2021-12-31,176476000
IT0001477402,Exprivia,income_06,Net Income,2021-12-31,10170000
IT0001477402,Exprivia,income_07,EBIT,2021-12-31,17736000
IT0001477402,Exprivia,income_08,EBITDA,2021-12-31,26511000
IT0001477402,Exprivia,income_09,Normalized EBITDA,2021-12-31,31643000
IT0003023980,Centrale Del Latte D'Italia,balances_01,Current Liabilities,2021-12-31,125482033
IT0003023980,Centrale Del Latte D'Italia,balances_02,Total Assets,2021-12-31,266316602
IT0003023980,Centrale Del Latte D'Italia,balances_03,Total Non Current Assets,2021-12-31,149882153
IT0003023980,Centrale Del Latte D'Italia,balances_04,Investmentin Financial Assets,2021-12-31,703424
IT0003023980,Centrale Del Latte D'Italia,balances_05,Other Intangible Assets,2021-12-31,19198027
IT0003023980,Centrale Del Latte D'Italia,balances_06,Goodwill,2021-12-31,350000
IT0003023980,Centrale Del Latte D'Italia,balances_07,Current Assets,2021-12-31,116434449
IT0003023980,Centrale Del Latte D'Italia,balances_08,Inventory,2021-12-31,19402000
IT0003023980,Centrale Del Latte D'Italia,balances_09,Accounts Receivable,2021-12-31,28438000
IT0003023980,Centrale Del Latte D'Italia,balances_10,Cash And Cash Equivalents,2021-12-31,57371558
IT0003023980,Centrale Del Latte D'Italia,balances_11,Total Capitalization,2021-12-31,63136988
IT0003023980,Centrale Del Latte D'Italia,income_01,Diluted EPS,2021-12-31,0.16
IT0003023980,Centrale Del Latte D'Italia,income_02,Basic EPS,2021-12-31,0.16
IT0003023980,Centrale Del Latte D'Italia,income_03,Total Revenue,2021-12-31,283395722
IT0003023980,Centrale Del Latte D'Italia,income_04,Cost Of Revenue,2021-12-31,227097408
IT0003023980,Centrale Del Latte D'Italia,income_05,Operating Revenue,2021-12-31,283395722
IT0003023980,Centrale Del Latte D'Italia,income_06,Net Income,2021-12-31,2293598
IT0003023980,Centrale Del Latte D'Italia,income_07,EBIT,2021-12-31,4750437
IT0003023980,Centrale Del Latte D'Italia,income_08,EBITDA,2021-12-31,21743666
IT0003023980,Centrale Del Latte D'Italia,income_09,Normalized EBITDA,2021-12-31,22497805
IT0003027817,Iren,balances_01,Current Liabilities,2021-12-31,2457293000
IT0003027817,Iren,balances_02,Total Assets,2021-12-31,10170620000
IT0003027817,Iren,balances_03,Total Non Current Assets,2021-12-31,7577768000
IT0003027817,Iren,balances_04,Investmentin Financial Assets,2021-12-31,33267000
IT0003027817,Iren,balances_05,Other Intangible Assets,2021-12-31,2522771000
IT0003027817,Iren,balances_06,Goodwill,2021-12-31,192480000
IT0003027817,Iren,balances_07,Current Assets,2021-12-31,2592853000
IT0003027817,Iren,balances_08,Inventory,2021-12-31,111812000
IT0003027817,Iren,balances_09,Accounts Receivable,2021-12-31,1063926000
IT0003027817,Iren,balances_10,Cash And Cash Equivalents,2021-12-31,606888000
IT0003027817,Iren,balances_11,Total Capitalization,2021-12-31,2570615000
IT0003027817,Iren,income_01,Diluted EPS,2021-12-31,0.24
IT0003027817,Iren,income_02,Basic EPS,2021-12-31,0.24
IT0003027817,Iren,income_03,Total Revenue,2021-12-31,4878478000
IT0003027817,Iren,income_04,Cost Of Revenue,2021-12-31,3368703000
IT0003027817,Iren,income_05,Operating Revenue,2021-12-31,4878478000
IT0003027817,Iren,income_06,Net Income,2021-12-31,303172000
IT0003027817,Iren,income_07,EBIT,2021-12-31,477202000
IT0003027817,Iren,income_08,EBITDA,2021-12-31,955522000
IT0003027817,Iren,income_09,Normalized EBITDA,2021-12-31,974250000
IT0003056386,Pininfarina Spa,balances_01,Current Liabilities,2021-12-31,35127000
IT0003056386,Pininfarina Spa,balances_02,Total Assets,2021-12-31,96416000
IT0003056386,Pininfarina Spa,balances_03,Total Non Current Assets,2021-12-31,44664000
IT0003056386,Pininfarina Spa,balances_04,Investmentin Financial Assets,2021-12-31,550000
IT0003056386,Pininfarina Spa,balances_05,Other Intangible Assets,2021-12-31,6287000
IT0003056386,Pininfarina Spa,balances_06,Goodwill,2021-12-31,
IT0003056386,Pininfarina Spa,balances_07,Current Assets,2021-12-31,51752000
IT0003056386,Pininfarina Spa,balances_08,Inventory,2021-12-31,330000
IT0003056386,Pininfarina Spa,balances_09,Accounts Receivable,2021-12-31,13317000
IT0003056386,Pininfarina Spa,balances_10,Cash And Cash Equivalents,2021-12-31,29358000
IT0003056386,Pininfarina Spa,balances_11,Total Capitalization,2021-12-31,40187000
IT0003056386,Pininfarina Spa,income_01,Diluted EPS,2021-12-31,0.03
IT0003056386,Pininfarina Spa,income_02,Basic EPS,2021-12-31,0.03
IT0003056386,Pininfarina Spa,income_03,Total Revenue,2021-12-31,64092000
IT0003056386,Pininfarina Spa,income_04,Cost Of Revenue,2021-12-31,19439000
IT0003056386,Pininfarina Spa,income_05,Operating Revenue,2021-12-31,64092000
IT0003056386,Pininfarina Spa,income_06,Net Income,2021-12-31,2447000
IT0003056386,Pininfarina Spa,income_07,EBIT,2021-12-31,4321000
IT0003056386,Pininfarina Spa,income_08,EBITDA,2021-12-31,7421000
IT0003056386,Pininfarina Spa,income_09,Normalized EBITDA,2021-12-31,3790000
IT0003073266,Piaggio,balances_01,Current Liabilities,2021-12-31,812762000
IT0003073266,Piaggio,balances_02,Total Assets,2021-12-31,1835673000
IT0003073266,Piaggio,balances_03,Total Non Current Assets,2021-12-31,1150051000
IT0003073266,Piaggio,balances_04,Investmentin Financial Assets,2021-12-31,
IT0003073266,Piaggio,balances_05,Other Intangible Assets,2021-12-31,273269000
IT0003073266,Piaggio,balances_06,Goodwill,2021-12-31,446940000
IT0003073266,Piaggio,balances_07,Current Assets,2021-12-31,685622000
IT0003073266,Piaggio,balances_08,Inventory,2021-12-31,277494000
IT0003073266,Piaggio,balances_09,Accounts Receivable,2021-12-31,71225000
IT0003073266,Piaggio,balances_10,Cash And Cash Equivalents,2021-12-31,260868000
IT0003073266,Piaggio,balances_11,Total Capitalization,2021-12-31,936448000
IT0003073266,Piaggio,income_01,Diluted EPS,2021-12-31,0.168
IT0003073266,Piaggio,income_02,Basic EPS,2021-12-31,0.168
IT0003073266,Piaggio,income_03,Total Revenue,2021-12-31,1668689000
IT0003073266,Piaggio,income_04,Cost Of Revenue,2021-12-31,1315757000
IT0003073266,Piaggio,income_05,Operating Revenue,2021-12-31,1668689000
IT0003073266,Piaggio,income_06,Net Income,2021-12-31,60054000
IT0003073266,Piaggio,income_07,EBIT,2021-12-31,116325000
IT0003073266,Piaggio,income_08,EBITDA,2021-12-31,242910000
IT0003073266,Piaggio,income_09,Normalized EBITDA,2021-12-31,245898000
IT0003097257,Biesse,balances_01,Current Liabilities,2021-12-31,430458000
IT0003097257,Biesse,balances_02,Total Assets,2021-12-31,722774000
IT0003097257,Biesse,balances_03,Total Non Current Assets,2021-12-31,243532000
IT0003097257,Biesse,balances_04,Investmentin Financial Assets,2021-12-31,2701000
IT0003097257,Biesse,balances_05,Other Intangible Assets,2021-12-31,51296000
IT0003097257,Biesse,balances_06,Goodwill,2021-12-31,46694000
IT0003097257,Biesse,balances_07,Current Assets,2021-12-31,479242000
IT0003097257,Biesse,balances_08,Inventory,2021-12-31,179417000
IT0003097257,Biesse,balances_09,Accounts Receivable,2021-12-31,125962000
IT0003097257,Biesse,balances_10,Cash And Cash Equivalents,2021-12-31,127099000
IT0003097257,Biesse,balances_11,Total Capitalization,2021-12-31,249048000
IT0003097257,Biesse,income_01,Diluted EPS,2021-12-31,1.24
IT0003097257,Biesse,income_02,Basic EPS,2021-12-31,1.24
IT0003097257,Biesse,income_03,Total Revenue,2021-12-31,742198000
IT0003097257,Biesse,income_04,Cost Of Revenue,2021-12-31,345738000
IT0003097257,Biesse,income_05,Operating Revenue,2021-12-31,742198000
IT0003097257,Biesse,income_06,Net Income,2021-12-31,34018000
IT0003097257,Biesse,income_07,EBIT,2021-12-31,42320000
IT0003097257,Biesse,income_08,EBITDA,2021-12-31,75556000
IT0003097257,Biesse,income_09,Normalized EBITDA,2021-12-31,60517000
IT0003121677,Credem,balances_02,Total Assets,2021-12-31,67579187000
IT0003121677,Credem,balances_04,Investmentin Financial Assets,2021-12-31,14631430000
IT0003121677,Credem,balances_05,Other Intangible Assets,2021-12-31,173753000
IT0003121677,Credem,balances_06,Goodwill,2021-12-31,291342000
IT0003121677,Credem,balances_10,Cash And Cash Equivalents,2021-12-31,8043507000
IT0003121677,Credem,balances_11,Total Capitalization,2021-12-31,6496866000
IT0003121677,Credem,income_01,Diluted EPS,2021-12-31,1.05
IT0003121677,Credem,income_02,Basic EPS,2021-12-31,1.05
IT0003121677,Credem,income_03,Total Revenue,2021-12-31,1480740000
IT0003121677,Credem,income_05,Operating Revenue,2021-12-31,1480740000
IT0003121677,Credem,income_06,Net Income,2021-12-31,352427000
IT0003128367,Enel,balances_01,Current Liabilities,2021-12-31,76720000000
IT0003128367,Enel,balances_02,Total Assets,2021-12-31,206940000000
IT0003128367,Enel,balances_03,Total Non Current Assets,2021-12-31,140566000000
IT0003128367,Enel,balances_04,Investmentin Financial Assets,2021-12-31,5654000000
IT0003128367,Enel,balances_05,Other Intangible Assets,2021-12-31,18070000000
IT0003128367,Enel,balances_06,Goodwill,2021-12-31,13821000000
IT0003128367,Enel,balances_07,Current Assets,2021-12-31,66374000000
IT0003128367,Enel,balances_08,Inventory,2021-12-31,3023000000
IT0003128367,Enel,balances_09,Accounts Receivable,2021-12-31,16076000000
IT0003128367,Enel,balances_10,Cash And Cash Equivalents,2021-12-31,8858000000
IT0003128367,Enel,balances_11,Total Capitalization,2021-12-31,81865000000
IT0003128367,Enel,income_01,Diluted EPS,2021-12-31,0.31
IT0003128367,Enel,income_02,Basic EPS,2021-12-31,0.31
IT0003128367,Enel,income_03,Total Revenue,2021-12-31,94309000000
IT0003128367,Enel,income_04,Cost Of Revenue,2021-12-31,63901000000
IT0003128367,Enel,income_05,Operating Revenue,2021-12-31,94309000000
IT0003128367,Enel,income_06,Net Income,2021-12-31,3189000000
IT0003128367,Enel,income_07,EBIT,2021-12-31,7711000000
IT0003128367,Enel,income_08,EBITDA,2021-12-31,16402000000
IT0003128367,Enel,income_09,Normalized EBITDA,2021-12-31,25616000000
IT0003132476,Eni,balances_01,Current Liabilities,2021-12-31,44002000000
IT0003132476,Eni,balances_02,Total Assets,2021-12-31,137765000000
IT0003132476,Eni,balances_03,Total Non Current Assets,2021-12-31,79888000000
IT0003132476,Eni,balances_04,Investmentin Financial Assets,2021-12-31,53000000
IT0003132476,Eni,balances_05,Other Intangible Assets,2021-12-31,1024000000
IT0003132476,Eni,balances_06,Goodwill,2021-12-31,2862000000
IT0003132476,Eni,balances_07,Current Assets,2021-12-31,57877000000
IT0003132476,Eni,balances_08,Inventory,2021-12-31,6072000000
IT0003132476,Eni,balances_09,Accounts Receivable,2021-12-31,15524000000
IT0003132476,Eni,balances_10,Cash And Cash Equivalents,2021-12-31,8254000000
IT0003132476,Eni,balances_11,Total Capitalization,2021-12-31,68151000000
IT0003132476,Eni,income_01,Diluted EPS,2021-12-31,1.6
IT0003132476,Eni,income_02,Basic EPS,2021-12-31,1.61
IT0003132476,Eni,income_03,Total Revenue,2021-12-31,76575000000
IT0003132476,Eni,income_04,Cost Of Revenue,2021-12-31,62612000000
IT0003132476,Eni,income_05,Operating Revenue,2021-12-31,95844000000
IT0003132476,Eni,income_06,Net Income,2021-12-31,5821000000
IT0003132476,Eni,income_07,EBIT,2021-12-31,14901000000
IT0003132476,Eni,income_08,EBITDA,2021-12-31,21964000000
IT0003132476,Eni,income_09,Normalized EBITDA,2021-12-31,21859000000
IT0003153415,Snam,balances_01,Current Liabilities,2021-12-31,7973000000
IT0003153415,Snam,balances_02,Total Assets,2021-12-31,27161000000
IT0003153415,Snam,balances_03,Total Non Current Assets,2021-12-31,22082000000
IT0003153415,Snam,balances_04,Investmentin Financial Assets,2021-12-31,96000000
IT0003153415,Snam,balances_05,Other Intangible Assets,2021-12-31,1107000000
IT0003153415,Snam,balances_06,Goodwill,2021-12-31,60000000
IT0003153415,Snam,balances_07,Current Assets,2021-12-31,5079000000
IT0003153415,Snam,balances_08,Inventory,2021-12-31,121000000
IT0003153415,Snam,balances_09,Accounts Receivable,2021-12-31,2729000000
IT0003153415,Snam,balances_10,Cash And Cash Equivalents,2021-12-31,1337000000
IT0003153415,Snam,balances_11,Total Capitalization,2021-12-31,17566000000
IT0003153415,Snam,income_01,Diluted EPS,2021-12-31,0.447
IT0003153415,Snam,income_02,Basic EPS,2021-12-31,0.457
IT0003153415,Snam,income_03,Total Revenue,2021-12-31,3285000000
IT0003153415,Snam,income_04,Cost Of Revenue,2021-12-31,747000000
IT0003153415,Snam,income_05,Operating Revenue,2021-12-31,3285000000
IT0003153415,Snam,income_06,Net Income,2021-12-31,1496000000
IT0003153415,Snam,income_07,EBIT,2021-12-31,1734000000
IT0003153415,Snam,income_08,EBITDA,2021-12-31,2543000000
IT0003153415,Snam,income_09,Normalized EBITDA,2021-12-31,2568000000
IT0003153621,Tamburi,balances_01,Current Liabilities,2021-12-31,79517546
IT0003153621,Tamburi,balances_02,Total Assets,2021-12-31,1753793115
IT0003153621,Tamburi,balances_03,Total Non Current Assets,2021-12-31,1669067503
IT0003153621,Tamburi,balances_04,Investmentin Financial Assets,2021-12-31,815482968
IT0003153621,Tamburi,balances_05,Other Intangible Assets,2021-12-31,7675
IT0003153621,Tamburi,balances_06,Goodwill,2021-12-31,9806574
IT0003153621,Tamburi,balances_07,Current Assets,2021-12-31,84725612
IT0003153621,Tamburi,balances_09,Accounts Receivable,2021-12-31,779572
IT0003153621,Tamburi,balances_10,Cash And Cash Equivalents,2021-12-31,3030321
IT0003153621,Tamburi,balances_11,Total Capitalization,2021-12-31,1622946761
IT0003153621,Tamburi,income_01,Diluted EPS,2021-12-31,0.13
IT0003153621,Tamburi,income_02,Basic EPS,2021-12-31,0.13
IT0003153621,Tamburi,income_03,Total Revenue,2021-12-31,16138182
IT0003153621,Tamburi,income_04,Cost Of Revenue,2021-12-31,8698585
IT0003153621,Tamburi,income_05,Operating Revenue,2021-12-31,16138182
IT0003153621,Tamburi,income_06,Net Income,2021-12-31,22615237
IT0003153621,Tamburi,income_07,EBIT,2021-12-31,23584362
IT0003153621,Tamburi,income_08,EBITDA,2021-12-31,23929487
IT0003153621,Tamburi,income_09,Normalized EBITDA,2021-12-31,23929487
IT0003173629,Banca Sistema,balances_02,Total Assets,2021-12-31,3708891000
IT0003173629,Banca Sistema,balances_04,Investmentin Financial Assets,2021-12-31,635302000
IT0003173629,Banca Sistema,balances_05,Other Intangible Assets,2021-12-31,770000
IT0003173629,Banca Sistema,balances_06,Goodwill,2021-12-31,32355000
IT0003173629,Banca Sistema,balances_10,Cash And Cash Equivalents,2021-12-31,194336000
IT0003173629,Banca Sistema,balances_11,Total Capitalization,2021-12-31,516330000
IT0003173629,Banca Sistema,income_01,Diluted EPS,2021-12-31,0.289
IT0003173629,Banca Sistema,income_02,Basic EPS,2021-12-31,0.289
IT0003173629,Banca Sistema,income_03,Total Revenue,2021-12-31,111320000
IT0003173629,Banca Sistema,income_05,Operating Revenue,2021-12-31,111320000
IT0003173629,Banca Sistema,income_06,Net Income,2021-12-31,23251000
IT0003242622,Terna,balances_01,Current Liabilities,2021-12-31,7647700000
IT0003242622,Terna,balances_02,Total Assets,2021-12-31,22359200000
IT0003242622,Terna,balances_03,Total Non Current Assets,2021-12-31,16501100000
IT0003242622,Terna,balances_04,Investmentin Financial Assets,2021-12-31,44700000
IT0003242622,Terna,balances_05,Other Intangible Assets,2021-12-31,400000000
IT0003242622,Terna,balances_06,Goodwill,2021-12-31,256500000
IT0003242622,Terna,balances_07,Current Assets,2021-12-31,5858100000
IT0003242622,Terna,balances_08,Inventory,2021-12-31,69900000
IT0003242622,Terna,balances_09,Accounts Receivable,2021-12-31,2777400000
IT0003242622,Terna,balances_10,Cash And Cash Equivalents,2021-12-31,1566800000
IT0003242622,Terna,balances_11,Total Capitalization,2021-12-31,13516900000
IT0003242622,Terna,income_01,Diluted EPS,2021-12-31,0.393
IT0003242622,Terna,income_02,Basic EPS,2021-12-31,0.393
IT0003242622,Terna,income_03,Total Revenue,2021-12-31,2545500000
IT0003242622,Terna,income_04,Cost Of Revenue,2021-12-31,424700000
IT0003242622,Terna,income_05,Operating Revenue,2021-12-31,2545500000
IT0003242622,Terna,income_06,Net Income,2021-12-31,789400000
IT0003242622,Terna,income_07,EBIT,2021-12-31,1213600000
IT0003242622,Terna,income_08,EBITDA,2021-12-31,1878400000
IT0003242622,Terna,income_09,Normalized EBITDA,2021-12-31,1866600000
IT0003261697,Azimut,balances_01,Current Liabilities,2021-12-31,495292000
IT0003261697,Azimut,balances_02,Total Assets,2021-12-31,9922499000
IT0003261697,Azimut,balances_03,Total Non Current Assets,2021-12-31,8795851000
IT0003261697,Azimut,balances_04,Investmentin Financial Assets,2021-12-31,7738699000
IT0003261697,Azimut,balances_05,Other Intangible Assets,2021-12-31,118793000
IT0003261697,Azimut,balances_06,Goodwill,2021-12-31,648241000
IT0003261697,Azimut,balances_07,Current Assets,2021-12-31,1126647000
IT0003261697,Azimut,balances_09,Accounts Receivable,2021-12-31,563062000
IT0003261697,Azimut,balances_10,Cash And Cash Equivalents,2021-12-31,180044000
IT0003261697,Azimut,balances_11,Total Capitalization,2021-12-31,2035672000
IT0003261697,Azimut,income_01,Diluted EPS,2021-12-31,4.351
IT0003261697,Azimut,income_02,Basic EPS,2021-12-31,4.351
IT0003261697,Azimut,income_03,Total Revenue,2021-12-31,1311053000
IT0003261697,Azimut,income_04,Cost Of Revenue,2021-12-31,720936000
IT0003261697,Azimut,income_05,Operating Revenue,2021-12-31,1311053000
IT0003261697,Azimut,income_06,Net Income,2021-12-31,605457000
IT0003261697,Azimut,income_07,EBIT,2021-12-31,746314000
IT0003261697,Azimut,income_08,EBITDA,2021-12-31,746314000
IT0003261697,Azimut,income_09,Normalized EBITDA,2021-12-31,383891000
IT0003372205,Edison R,balances_01,Current Liabilities,2021-12-31,7914000000
IT0003372205,Edison R,balances_02,Total Assets,2021-12-31,16708000000
IT0003372205,Edison R,balances_03,Total Non Current Assets,2021-12-31,7727000000
IT0003372205,Edison R,balances_04,Investmentin Financial Assets,2021-12-31,15000000
IT0003372205,Edison R,balances_05,Other Intangible Assets,2021-12-31,339000000
IT0003372205,Edison R,balances_06,Goodwill,2021-12-31,2184000000
IT0003372205,Edison R,balances_07,Current Assets,2021-12-31,8981000000
IT0003372205,Edison R,balances_08,Inventory,2021-12-31,176000000
IT0003372205,Edison R,balances_09,Accounts Receivable,2021-12-31,3542000000
IT0003372205,Edison R,balances_10,Cash And Cash Equivalents,2021-12-31,910000000
IT0003372205,Edison R,balances_11,Total Capitalization,2021-12-31,6307000000
IT0003372205,Edison R,income_01,Diluted EPS,2021-12-31,0.087202
IT0003372205,Edison R,income_02,Basic EPS,2021-12-31,0.087202
IT0003372205,Edison R,income_03,Total Revenue,2021-12-31,11739000000
IT0003372205,Edison R,income_04,Cost Of Revenue,2021-12-31,10049000000
IT0003372205,Edison R,income_05,Operating Revenue,2021-12-31,11739000000
IT0003372205,Edison R,income_06,Net Income,2021-12-31,413000000
IT0003372205,Edison R,income_07,EBIT,2021-12-31,521000000
IT0003372205,Edison R,income_08,EBITDA,2021-12-31,879000000
IT0003372205,Edison R,income_09,Normalized EBITDA,2021-12-31,909000000
IT0003404214,Elica,balances_01,Current Liabilities,2021-12-31,254731000
IT0003404214,Elica,balances_02,Total Assets,2021-12-31,509685000
IT0003404214,Elica,balances_03,Total Non Current Assets,2021-12-31,212313000
IT0003404214,Elica,balances_04,Investmentin Financial Assets,2021-12-31,714000
IT0003404214,Elica,balances_05,Other Intangible Assets,2021-12-31,30818000
IT0003404214,Elica,balances_06,Goodwill,2021-12-31,50115000
IT0003404214,Elica,balances_07,Current Assets,2021-12-31,297372000
IT0003404214,Elica,balances_08,Inventory,2021-12-31,84861000
IT0003404214,Elica,balances_09,Accounts Receivable,2021-12-31,82186000
IT0003404214,Elica,balances_10,Cash And Cash Equivalents,2021-12-31,99673000
IT0003404214,Elica,balances_11,Total Capitalization,2021-12-31,195096000
IT0003404214,Elica,income_01,Diluted EPS,2021-12-31,0.1914
IT0003404214,Elica,income_02,Basic EPS,2021-12-31,0.1914
IT0003404214,Elica,income_03,Total Revenue,2021-12-31,541293000
IT0003404214,Elica,income_04,Cost Of Revenue,2021-12-31,285825000
IT0003404214,Elica,income_05,Operating Revenue,2021-12-31,541293000
IT0003404214,Elica,income_06,Net Income,2021-12-31,12119000
IT0003404214,Elica,income_07,EBIT,2021-12-31,25474000
IT0003404214,Elica,income_08,EBITDA,2021-12-31,50303000
IT0003404214,Elica,income_09,Normalized EBITDA,2021-12-31,69896000
IT0003428445,Marr,balances_01,Current Liabilities,2021-12-31,500827000
IT0003428445,Marr,balances_02,Total Assets,2021-12-31,1152605000
IT0003428445,Marr,balances_03,Total Non Current Assets,2021-12-31,347527000
IT0003428445,Marr,balances_05,Other Intangible Assets,2021-12-31,3010000
IT0003428445,Marr,balances_06,Goodwill,2021-12-31,160382000
IT0003428445,Marr,balances_07,Current Assets,2021-12-31,805079000
IT0003428445,Marr,balances_08,Inventory,2021-12-31,199852000
IT0003428445,Marr,balances_09,Accounts Receivable,2021-12-31,313615000
IT0003428445,Marr,balances_10,Cash And Cash Equivalents,2021-12-31,249994000
IT0003428445,Marr,balances_11,Total Capitalization,2021-12-31,568837000
IT0003428445,Marr,income_01,Diluted EPS,2021-12-31,0.53
IT0003428445,Marr,income_02,Basic EPS,2021-12-31,0.53
IT0003428445,Marr,income_03,Total Revenue,2021-12-31,1425042000
IT0003428445,Marr,income_04,Cost Of Revenue,2021-12-31,1111846000
IT0003428445,Marr,income_05,Operating Revenue,2021-12-31,1425042000
IT0003428445,Marr,income_06,Net Income,2021-12-31,35071000
IT0003428445,Marr,income_07,EBIT,2021-12-31,59079000
IT0003428445,Marr,income_08,EBITDA,2021-12-31,77079000
IT0003428445,Marr,income_09,Normalized EBITDA,2021-12-31,79387000
IT0003492391,Diasorin,balances_01,Current Liabilities,2021-12-31,298229000
IT0003492391,Diasorin,balances_02,Total Assets,2021-12-31,3231152000
IT0003492391,Diasorin,balances_03,Total Non Current Assets,2021-12-31,2272861000
IT0003492391,Diasorin,balances_05,Other Intangible Assets,2021-12-31,1153738000
IT0003492391,Diasorin,balances_06,Goodwill,2021-12-31,789630000
IT0003492391,Diasorin,balances_07,Current Assets,2021-12-31,958291000
IT0003492391,Diasorin,balances_08,Inventory,2021-12-31,298049000
IT0003492391,Diasorin,balances_09,Accounts Receivable,2021-12-31,217588000
IT0003492391,Diasorin,balances_10,Cash And Cash Equivalents,2021-12-31,403020000
IT0003492391,Diasorin,balances_11,Total Capitalization,2021-12-31,1366377000
IT0003492391,Diasorin,income_01,Diluted EPS,2021-12-31,5.4
IT0003492391,Diasorin,income_02,Basic EPS,2021-12-31,5.444308
IT0003492391,Diasorin,income_03,Total Revenue,2021-12-31,1237654000
IT0003492391,Diasorin,income_04,Cost Of Revenue,2021-12-31,412883000
IT0003492391,Diasorin,income_05,Operating Revenue,2021-12-31,1237654000
IT0003492391,Diasorin,income_06,Net Income,2021-12-31,310968000
IT0003492391,Diasorin,income_07,EBIT,2021-12-31,422315000
IT0003492391,Diasorin,income_08,EBITDA,2021-12-31,518308000
IT0003492391,Diasorin,income_09,Normalized EBITDA,2021-12-31,540210000
IT0003497168,Telecom Italia,balances_01,Current Liabilities,2021-12-31,16364000000
IT0003497168,Telecom Italia,balances_02,Total Assets,2021-12-31,69187000000
IT0003497168,Telecom Italia,balances_03,Total Non Current Assets,2021-12-31,55117000000
