#,stock,link,market,ISIN,profile,detailspresent,withinstudy,covidstudy,industry,subindustry,2019accounts,2021accounts,UsedForENG,YahooFinanceURL,checkvs2021yahoo
427,Saipem,https://www.borsaitaliana.it/borsa/azioni/scheda/IT0005495657.html?lang=it,Euronext Milan,IT0005495657,https://www.borsaitaliana.it/borsa/azioni/profilo-societa-dettaglio.html?isin=IT0005495657&lang=it,Y,,Y,Energia,Energia,EN,EN,Y,https://finance.yahoo.com/quote/SPM.MI?p=SPM.MI&.tsrc=fin-srch,included
428,Saipem Risp Cv,https://www.borsaitaliana.it/borsa/azioni/scheda/IT0005495673.html?lang=it,Euronext Milan,IT0005495673,,N,,N,na,na,,,,https://finance.yahoo.com/quote/SPMR.MI?p=SPMR.MI&.tsrc=fin-srch,
429,Salcef Group,https://www.borsaitaliana.it/borsa/azioni/scheda/IT0005388266.html?lang=it,Euronext STAR Milan,IT0005388266,https://www.borsaitaliana.it/borsa/azioni/profilo-societa-dettaglio.html?isin=IT0005388266&lang=it,Y,,Y,Industria,Beni e servizi industriali,EN,EN,Y,https://finance.yahoo.com/quote/SCF.MI?p=SCF.MI&.tsrc=fin-srch,included
430,Salvatore Ferragamo,https://www.borsaitaliana.it/borsa/azioni/scheda/IT0004712375.html?lang=it,Euronext Milan,IT0004712375,https://www.borsaitaliana.it/borsa/azioni/profilo-societa-dettaglio.html?isin=IT0004712375&lang=it,Y,,Y,Beni voluttuari,Servizi e prodotti di consumo,EN,EN,Y,https://finance.yahoo.com/quote/SFER.MI?p=SFER.MI&.tsrc=fin-srch,included
431,Sanlorenzo,https://www.borsaitaliana.it/borsa/azioni/scheda/IT0003549422.html?lang=it,Euronext STAR Milan,IT0003549422,https://www.borsaitaliana.it/borsa/azioni/profilo-societa-dettaglio.html?isin=IT0003549422&lang=it,Y,,Y,Beni voluttuari,Servizi e prodotti di consumo,EN,EN,Y,https://finance.yahoo.com/quote/SL.MI?p=SL.MI&.tsrc=fin-srch,included
432,Sanofi,https://www.borsaitaliana.it/borsa/azioni/global-equity-market/scheda/FR0000120578.html?lang=it,Global Equity Market,FR0000120578,https://www.borsaitaliana.it/borsa/azioni/profilo-societa-dettaglio.html?isin=FR0000120578&lang=it,Y,,outofscope,na,na,,,,https://finance.yahoo.com/quote/SAN.PA?p=SAN.PA&.tsrc=fin-srch,
433,Sap,https://www.borsaitaliana.it/borsa/azioni/global-equity-market/scheda/DE0007164600.html?lang=it,Global Equity Market,DE0007164600,https://www.borsaitaliana.it/borsa/azioni/profilo-societa-dettaglio.html?isin=DE0007164600&lang=it,Y,,outofscope,na,na,,,,https://finance.yahoo.com/quote/SAP.DE?p=SAP.DE&.tsrc=fin-srch,
434,Saras,https://www.borsaitaliana.it/borsa/azioni/scheda/IT0000433307.html?lang=it,Euronext Milan,IT0000433307,https://www.borsaitaliana.it/borsa/azioni/profilo-societa-dettaglio.html?isin=IT0000433307&lang=it,Y,,N,Energia,Energia,,,,https://finance.yahoo.com/quote/SRS.MI?p=SRS.MI&.tsrc=fin-srch,
435,Sciuker Frames,https://www.borsaitaliana.it/borsa/azioni/euronext-growth-milan/scheda/IT0005340051.html?lang=it,Euronext Growth Milan,IT0005340051,https://www.borsaitaliana.it/borsa/azioni/profilo-societa-dettaglio.html?isin=IT0005340051&lang=it,Y,,Y,na,na,IT,EN,,https://finance.yahoo.com/quote/SCK.MI?p=SCK.MI&.tsrc=fin-srch,
436,Sebino,https://www.borsaitaliana.it/borsa/azioni/euronext-growth-milan/scheda/IT0005413510.html?lang=it,Euronext Growth Milan,IT0005413510,https://www.borsaitaliana.it/borsa/azioni/profilo-societa-dettaglio.html?isin=IT0005413510&lang=it,Y,,Y,na,na,IT,IT,,na,
437,Seco,https://www.borsaitaliana.it/borsa/azioni/scheda/IT0005438046.html?lang=it,Euronext STAR Milan,IT0005438046,https://www.borsaitaliana.it/borsa/azioni/profilo-societa-dettaglio.html?isin=IT0005438046&lang=it,Y,NotCoveringPeriod,outofscope,Tecnologia,Tecnologia,,,,https://finance.yahoo.com/quote/IOT.MI?p=IOT.MI&.tsrc=fin-srch,
438,Seri Industrial,https://www.borsaitaliana.it/borsa/azioni/scheda/IT0005283640.html?lang=it,Euronext Milan,IT0005283640,https://www.borsaitaliana.it/borsa/azioni/profilo-societa-dettaglio.html?isin=IT0005283640&lang=it,Y,,N,Industria,Beni e servizi industriali,,,,https://finance.yahoo.com/quote/SERI.MI?p=SERI.MI&.tsrc=fin-srch,
439,Servizi Italia,https://www.borsaitaliana.it/borsa/azioni/scheda/IT0003814537.html?lang=it,Euronext STAR Milan,IT0003814537,https://www.borsaitaliana.it/borsa/azioni/profilo-societa-dettaglio.html?isin=IT0003814537&lang=it,Y,,N,Industria,Beni e servizi industriali,,,,https://finance.yahoo.com/quote/SRI.MI?p=SRI.MI&.tsrc=fin-srch,
440,Sesa,https://www.borsaitaliana.it/borsa/azioni/scheda/IT0004729759.html?lang=it,Euronext STAR Milan,IT0004729759,https://www.borsaitaliana.it/borsa/azioni/profilo-societa-dettaglio.html?isin=IT0004729759&lang=it,Y,,N,Tecnologia,Tecnologia,,,,https://finance.yahoo.com/quote/SES.MI?p=SES.MI&.tsrc=fin-srch,
441,Sg Company,https://www.borsaitaliana.it/borsa/azioni/euronext-growth-milan/scheda/IT0005337172.html?lang=it,Euronext Growth Milan,IT0005337172,https://www.borsaitaliana.it/borsa/azioni/profilo-societa-dettaglio.html?isin=IT0005337172&lang=it,Y,,Y,na,na,IT,IT,,https://finance.yahoo.com/quote/SGC.MI?p=SGC.MI&.tsrc=fin-srch,
442,Shedir Pharma Group,https://www.borsaitaliana.it/borsa/azioni/euronext-growth-milan/scheda/IT0005379620.html?lang=it,Euronext Growth Milan,IT0005379620,https://www.borsaitaliana.it/borsa/azioni/profilo-societa-dettaglio.html?isin=IT0005379620&lang=it,Y,,Y,na,na,IT,IT,,https://finance.yahoo.com/quote/SHE.MI?p=SHE.MI&.tsrc=fin-srch,
443,Siav,https://www.borsaitaliana.it/borsa/azioni/euronext-growth-milan/scheda/IT0005504128.html?lang=it,Euronext Growth Milan,IT0005504128,https://www.borsaitaliana.it/borsa/azioni/profilo-societa-dettaglio.html?isin=IT0005504128&lang=it,Y,MissingReports,outofscope,na,na,,,,https://finance.yahoo.com/quote/SIAV.MI?p=SIAV.MI&.tsrc=fin-srch,
444,Siemens,https://www.borsaitaliana.it/borsa/azioni/global-equity-market/scheda/DE0007236101.html?lang=it,Global Equity Market,DE0007236101,https://www.borsaitaliana.it/borsa/azioni/profilo-societa-dettaglio.html?isin=DE0007236101&lang=it,Y,,outofscope,na,na,,,,https://finance.yahoo.com/quote/SIE.DE?p=SIE.DE&.tsrc=fin-srch,
445,Siemens Energy,https://www.borsaitaliana.it/borsa/azioni/global-equity-market/scheda/DE000ENER6Y0.html?lang=it,Global Equity Market,DE000ENER6Y0,https://www.borsaitaliana.it/borsa/azioni/profilo-societa-dettaglio.html?isin=DE000ENER6Y0&lang=it,Y,,outofscope,na,na,,,,https://finance.yahoo.com/quote/ENR.F?p=ENR.F&.tsrc=fin-srch,
446,Singularity Future Technology,https://www.borsaitaliana.it/borsa/azioni/global-equity-market/scheda/US82935V2088.html?lang=it,Global Equity Market,US82935V2088,https://www.borsaitaliana.it/borsa/azioni/profilo-societa-dettaglio.html?isin=US82935V2088&lang=it,Y,,outofscope,na,na,,,,https://finance.yahoo.com/quote/SGLY?p=SGLY&.tsrc=fin-srch,
447,Sit,https://www.borsaitaliana.it/borsa/azioni/scheda/IT0005262149.html?lang=it,Euronext Milan,IT0005262149,https://www.borsaitaliana.it/borsa/azioni/profilo-societa-dettaglio.html?isin=IT0005262149&lang=it,Y,,Y,Industria,Edilizia e materiali,EN,EN,Y,https://finance.yahoo.com/quote/SIT.MI?p=SIT.MI&.tsrc=fin-srch,included
448,Snam,https://www.borsaitaliana.it/borsa/azioni/scheda/IT0003153415.html?lang=it,Euronext Milan,IT0003153415,https://www.borsaitaliana.it/borsa/azioni/profilo-societa-dettaglio.html?isin=IT0003153415&lang=it,Y,,Y,Energia,Energia,EN,EN,Y,https://finance.yahoo.com/quote/SRG.MI?p=SRG.MI&.tsrc=fin-srch,included
449,Snowflake,https://www.borsaitaliana.it/borsa/azioni/global-equity-market/scheda/US8334451098.html?lang=it,Global Equity Market,US8334451098,https://www.borsaitaliana.it/borsa/azioni/profilo-societa-dettaglio.html?isin=US8334451098&lang=it,Y,,outofscope,na,na,,,,https://finance.yahoo.com/quote/SNOW?p=SNOW&.tsrc=fin-srch,
450,Societa' Editoriale Il Fatto,https://www.borsaitaliana.it/borsa/azioni/euronext-growth-milan/scheda/IT0005353484.html?lang=it,Euronext Growth Milan,IT0005353484,https://www.borsaitaliana.it/borsa/azioni/profilo-societa-dettaglio.html?isin=IT0005353484&lang=it,Y,,Y,na,na,IT,IT,,https://finance.yahoo.com/quote/SEIF.MI?p=SEIF.MI&.tsrc=fin-srch,
451,Societe Generale,https://www.borsaitaliana.it/borsa/azioni/global-equity-market/scheda/FR0000130809.html?lang=it,Global Equity Market,FR0000130809,https://www.borsaitaliana.it/borsa/azioni/profilo-societa-dettaglio.html?isin=FR0000130809&lang=it,Y,,outofscope,na,na,,,,https://finance.yahoo.com/quote/GLE.PA?p=GLE.PA&.tsrc=fin-srch,
452,Softec,https://www.borsaitaliana.it/borsa/azioni/euronext-growth-milan/scheda/IT0004735327.html?lang=it,Euronext Growth Milan,IT0004735327,https://www.borsaitaliana.it/borsa/azioni/profilo-societa-dettaglio.html?isin=IT0004735327&lang=it,Y,,Y,na,na,IT,IT,,https://finance.yahoo.com/quote/YSFT.MI?p=YSFT.MI&.tsrc=fin-srch,
453,Softlab,https://www.borsaitaliana.it/borsa/azioni/scheda/IT0001469953.html?lang=it,Euronext Milan,IT0001469953,https://www.borsaitaliana.it/borsa/azioni/profilo-societa-dettaglio.html?isin=IT0001469953&lang=it,Y,MissingReports,outofscope,Telecomunicazioni,Telecomunicazioni,,,,https://finance.yahoo.com/quote/SFT.MI?p=SFT.MI&.tsrc=fin-srch,
454,Sogefi,https://www.borsaitaliana.it/borsa/azioni/scheda/IT0000076536.html?lang=it,Euronext STAR Milan,IT0000076536,https://www.borsaitaliana.it/borsa/azioni/profilo-societa-dettaglio.html?isin=IT0000076536&lang=it,Y,,Y,Beni voluttuari,Automobili e parti di ricambio,EN,EN,N,https://finance.yahoo.com/quote/SGF.MI?p=SGF.MI&.tsrc=fin-srch,
455,Sol,https://www.borsaitaliana.it/borsa/azioni/scheda/IT0001206769.html?lang=it,Euronext Milan,IT0001206769,https://www.borsaitaliana.it/borsa/azioni/profilo-societa-dettaglio.html?isin=IT0001206769&lang=it,Y,,Y,Materie prime,Sostanze chimiche,EN,EN,Y,https://finance.yahoo.com/quote/SOL.MI?p=SOL.MI&.tsrc=fin-srch,included
456,Solid World Group,https://www.borsaitaliana.it/borsa/azioni/euronext-growth-milan/scheda/IT0005497893.html?lang=it,Euronext Growth Milan,IT0005497893,https://www.borsaitaliana.it/borsa/azioni/profilo-societa-dettaglio.html?isin=IT0005497893&lang=it,Y,NotCoveringPeriod,outofscope,na,na,,,,https://finance.yahoo.com/quote/S3D.MI?p=S3D.MI&.tsrc=fin-srch,
457,Solutions Capital Management Sim,https://www.borsaitaliana.it/borsa/azioni/euronext-growth-milan/scheda/IT0005200248.html?lang=it,Euronext Growth Milan,IT0005200248,https://www.borsaitaliana.it/borsa/azioni/profilo-societa-dettaglio.html?isin=IT0005200248&lang=it,Y,,Y,na,na,IT,EN,,https://finance.yahoo.com/quote/SCM.MI?p=SCM.MI&.tsrc=fin-srch,
458,Somec,https://www.borsaitaliana.it/borsa/azioni/scheda/IT0005329815.html?lang=it,Euronext Milan,IT0005329815,https://www.borsaitaliana.it/borsa/azioni/profilo-societa-dettaglio.html?isin=IT0005329815&lang=it,Y,,N,Industria,Edilizia e materiali,,,,https://finance.yahoo.com/quote/SOM.MI?p=SOM.MI&.tsrc=fin-srch,
459,Sostravel.Com,https://www.borsaitaliana.it/borsa/azioni/euronext-growth-milan/scheda/IT0005338675.html?lang=it,Euronext Growth Milan,IT0005338675,https://www.borsaitaliana.it/borsa/azioni/profilo-societa-dettaglio.html?isin=IT0005338675&lang=it,Y,,Y,na,na,EN,EN,Y,https://finance.yahoo.com/quote/SOS.MI?p=SOS.MI&.tsrc=fin-srch,included
460,Spindox,https://www.borsaitaliana.it/borsa/azioni/euronext-growth-milan/scheda/IT0005449522.html?lang=it,Euronext Growth Milan,IT0005449522,https://www.borsaitaliana.it/borsa/azioni/profilo-societa-dettaglio.html?isin=IT0005449522&lang=it,Y,,Y,na,na,IT,IT,,https://finance.yahoo.com/quote/SPN.MI?p=SPN.MI&.tsrc=fin-srch,
461,Star7,https://www.borsaitaliana.it/borsa/azioni/euronext-growth-milan/scheda/IT0005466195.html?lang=it,Euronext Growth Milan,IT0005466195,https://www.borsaitaliana.it/borsa/azioni/profilo-societa-dettaglio.html?isin=IT0005466195&lang=it,Y,,Y,na,na,EN,EN,Y,https://finance.yahoo.com/quote/STAR7.MI?p=STAR7.MI&.tsrc=fin-srch,included
462,Starbucks Corp,https://www.borsaitaliana.it/borsa/azioni/global-equity-market/scheda/US8552441094.html?lang=it,Global Equity Market,US8552441094,https://www.borsaitaliana.it/borsa/azioni/profilo-societa-dettaglio.html?isin=US8552441094&lang=it,Y,,outofscope,na,na,,,,https://finance.yahoo.com/quote/SBUX?p=SBUX&.tsrc=fin-srch,
463,Stellantis,https://www.borsaitaliana.it/borsa/azioni/scheda/NL00150001Q9.html?lang=it,Euronext Milan,NL00150001Q9,https://www.borsaitaliana.it/borsa/azioni/profilo-societa-dettaglio.html?isin=NL00150001Q9&lang=it,Y,,outofscope,Beni voluttuari,Automobili e parti di ricambio,,,,https://finance.yahoo.com/quote/STLA?p=STLA&.tsrc=fin-srch,
464,Stmicroelectronics,https://www.borsaitaliana.it/borsa/azioni/scheda/NL0000226223.html?lang=it,Euronext Milan,NL0000226223,https://www.borsaitaliana.it/borsa/azioni/profilo-societa-dettaglio.html?isin=NL0000226223&lang=it,Y,,outofscope,Tecnologia,Tecnologia,,,,https://finance.yahoo.com/quote/STMPA.PA?p=STMPA.PA&.tsrc=fin-srch,
465,Svas Biosana,https://www.borsaitaliana.it/borsa/azioni/euronext-growth-milan/scheda/IT0005469264.html?lang=it,Euronext Growth Milan,IT0005469264,https://www.borsaitaliana.it/borsa/azioni/profilo-societa-dettaglio.html?isin=IT0005469264&lang=it,Y,NotCoveringPeriod,outofscope,na,na,,,,https://finance.yahoo.com/quote/SVS.MI?p=SVS.MI&.tsrc=fin-srch,
466,Take Off,https://www.borsaitaliana.it/borsa/azioni/euronext-growth-milan/scheda/IT0005467425.html?lang=it,Euronext Growth Milan,IT0005467425,https://www.borsaitaliana.it/borsa/azioni/profilo-societa-dettaglio.html?isin=IT0005467425&lang=it,Y,NotCoveringPeriod,outofscope,na,na,,,,https://finance.yahoo.com/quote/TKF.MI?p=TKF.MI&.tsrc=fin-srch,
467,Talea Group,https://www.borsaitaliana.it/borsa/azioni/euronext-growth-milan/scheda/IT0005378333.html?lang=it,Euronext Growth Milan,IT0005378333,https://www.borsaitaliana.it/borsa/azioni/profilo-societa-dettaglio.html?isin=IT0005378333&lang=it,Y,,Y,na,na,EN,IT,,https://finance.yahoo.com/quote/TALEA.MI?p=TALEA.MI&.tsrc=fin-srch,
468,Tamburi,https://www.borsaitaliana.it/borsa/azioni/scheda/IT0003153621.html?lang=it,Euronext STAR Milan,IT0003153621,https://www.borsaitaliana.it/borsa/azioni/profilo-societa-dettaglio.html?isin=IT0003153621&lang=it,Y,,Y,Finanza,Servizi Finanziari,EN,EN,Y,https://finance.yahoo.com/quote/TIP.MI?p=TIP.MI&.tsrc=fin-srch,included
469,Technogym,https://www.borsaitaliana.it/borsa/azioni/scheda/IT0005162406.html?lang=it,Euronext Milan,IT0005162406,https://www.borsaitaliana.it/borsa/azioni/profilo-societa-dettaglio.html?isin=IT0005162406&lang=it,Y,,Y,Beni voluttuari,Servizi e prodotti di consumo,EN,EN,Y,https://finance.yahoo.com/quote/TGYM.MI?p=TGYM.MI&.tsrc=fin-srch,included
470,Technoprobe,https://www.borsaitaliana.it/borsa/azioni/scheda/IT0005482333.html?lang=it,Euronext Milan,IT0005482333,https://www.borsaitaliana.it/borsa/azioni/profilo-societa-dettaglio.html?isin=IT0005482333&lang=it,Y,NotCoveringPeriod,outofscope,Tecnologia,Tecnologia,,,,https://finance.yahoo.com/quote/TPRO.MI?p=TPRO.MI&.tsrc=fin-srch,
471,Tecma Solutions,https://www.borsaitaliana.it/borsa/azioni/euronext-growth-milan/scheda/IT0005425050.html?lang=it,Euronext Growth Milan,IT0005425050,https://www.borsaitaliana.it/borsa/azioni/profilo-societa-dettaglio.html?isin=IT0005425050&lang=it,Y,,Y,na,na,IT,IT,,https://finance.yahoo.com/quote/TCM.MI?p=TCM.MI&.tsrc=fin-srch,
472,Telecom Italia,https://www.borsaitaliana.it/borsa/azioni/scheda/IT0003497168.html?lang=it,Euronext Milan,IT0003497168,https://www.borsaitaliana.it/borsa/azioni/profilo-societa-dettaglio.html?isin=IT0003497168&lang=it,Y,,Y,Telecomunicazioni,Telecomunicazioni,EN,EN,Y,https://finance.yahoo.com/quote/TIT.MI?p=TIT.MI&.tsrc=fin-srch,included
473,Telecom Italia R,https://www.borsaitaliana.it/borsa/azioni/scheda/IT0003497176.html?lang=it,Euronext Milan,IT0003497176,https://www.borsaitaliana.it/borsa/azioni/profilo-societa-dettaglio.html?isin=IT0003497176&lang=it,Y,,N,na,na,,,,https://finance.yahoo.com/quote/TITR.MI?p=TITR.MI&.tsrc=fin-srch,
474,Telefonica,https://www.borsaitaliana.it/borsa/azioni/global-equity-market/scheda/ES0178430E18.html?lang=it,Global Equity Market,ES0178430E18,https://www.borsaitaliana.it/borsa/azioni/profilo-societa-dettaglio.html?isin=ES0178430E18&lang=it,Y,,outofscope,na,na,,,,https://finance.yahoo.com/quote/TEF.MC?p=TEF.MC&.tsrc=fin-srch,
475,Telesia,https://www.borsaitaliana.it/borsa/azioni/euronext-growth-milan/scheda/IT0005240046.html?lang=it,Euronext Growth Milan,IT0005240046,https://www.borsaitaliana.it/borsa/azioni/profilo-societa-dettaglio.html?isin=IT0005240046&lang=it,Y,,Y,na,na,IT,IT,,https://finance.yahoo.com/quote/TLS.MI?p=TLS.MI&.tsrc=fin-srch,
476,Tenaris,https://www.borsaitaliana.it/borsa/azioni/scheda/LU0156801721.html?lang=it,Euronext Milan,LU0156801721,https://www.borsaitaliana.it/borsa/azioni/profilo-societa-dettaglio.html?isin=LU0156801721&lang=it,Y,,outofscope,Energia,Energia,,,,https://finance.yahoo.com/quote/0HXB.IL?p=0HXB.IL&.tsrc=fin-srch,
477,Tenax International,https://www.borsaitaliana.it/borsa/azioni/euronext-growth-milan/scheda/IT0005428898.html?lang=it,Euronext Growth Milan,IT0005428898,https://www.borsaitaliana.it/borsa/azioni/profilo-societa-dettaglio.html?isin=IT0005428898&lang=it,Y,,Y,na,na,IT,IT,,https://finance.yahoo.com/quote/TNX.MI?p=TNX.MI&.tsrc=fin-srch,
478,Terna,https://www.borsaitaliana.it/borsa/azioni/scheda/IT0003242622.html?lang=it,Euronext Milan,IT0003242622,https://www.borsaitaliana.it/borsa/azioni/profilo-societa-dettaglio.html?isin=IT0003242622&lang=it,Y,,Y,Utenze,Utenze,EN,EN,Y,https://finance.yahoo.com/quote/TRN.MI?p=TRN.MI&.tsrc=fin-srch,included
479,Tesla,https://www.borsaitaliana.it/borsa/azioni/global-equity-market/scheda/US88160R1014.html?lang=it,Global Equity Market,US88160R1014,https://www.borsaitaliana.it/borsa/azioni/profilo-societa-dettaglio.html?isin=US88160R1014&lang=it,Y,,outofscope,na,na,,,,https://finance.yahoo.com/quote/TSLA?p=TSLA&.tsrc=fin-srch,
480,Tesmec,https://www.borsaitaliana.it/borsa/azioni/scheda/IT0004585243.html?lang=it,Euronext STAR Milan,IT0004585243,https://www.borsaitaliana.it/borsa/azioni/profilo-societa-dettaglio.html?isin=IT0004585243&lang=it,Y,,Y,Industria,Beni e servizi industriali,EN,EN,Y,https://finance.yahoo.com/quote/TES.MI?p=TES.MI&.tsrc=fin-srch,included
481,Tessellis,https://www.borsaitaliana.it/borsa/azioni/scheda/IT0005496473.html?lang=it,Euronext Milan,IT0005496473,https://www.borsaitaliana.it/borsa/azioni/profilo-societa-dettaglio.html?isin=IT0005496473&lang=it,Y,,Y,Telecomunicazioni,Telecomunicazioni,EN,EN,Y,https://finance.yahoo.com/quote/TSL.MI?p=TSL.MI&.tsrc=fin-srch,included
482,The Italian Sea Group,https://www.borsaitaliana.it/borsa/azioni/scheda/IT0005439085.html?lang=it,Euronext Milan,IT0005439085,https://www.borsaitaliana.it/borsa/azioni/profilo-societa-dettaglio.html?isin=IT0005439085&lang=it,Y,NotCoveringPeriod,outofscope,Beni voluttuari,Servizi e prodotti di consumo,,,,https://finance.yahoo.com/quote/TISG.MI?p=TISG.MI&.tsrc=fin-srch,
483,The Lifestyle Group,https://www.borsaitaliana.it/borsa/azioni/euronext-growth-milan/scheda/IT0005523797.html?lang=it,Euronext Growth Milan,IT0005523797,https://www.borsaitaliana.it/borsa/azioni/profilo-societa-dettaglio.html?isin=IT0005523797&lang=it,Y,,Y,na,na,IT,IT,,na,
484,Thyssenkrupp,https://www.borsaitaliana.it/borsa/azioni/global-equity-market/scheda/DE0007500001.html?lang=it,Global Equity Market,DE0007500001,https://www.borsaitaliana.it/borsa/azioni/profilo-societa-dettaglio.html?isin=DE0007500001&lang=it,Y,,outofscope,na,na,,,,https://finance.yahoo.com/quote/TKA.DE?p=TKA.DE&.tsrc=fin-srch,
485,Tinexta,https://www.borsaitaliana.it/borsa/azioni/scheda/IT0005037210.html?lang=it,Euronext STAR Milan,IT0005037210,https://www.borsaitaliana.it/borsa/azioni/profilo-societa-dettaglio.html?isin=IT0005037210&lang=it,Y,,Y,Finanza,Servizi Finanziari,EN,EN,Y,https://finance.yahoo.com/quote/TNXT.MI?p=TNXT.MI&.tsrc=fin-srch,included
486,Tmp Group,https://www.borsaitaliana.it/borsa/azioni/euronext-growth-milan/scheda/IT0005531238.html?lang=it,Euronext Growth Milan,IT0005531238,https://www.borsaitaliana.it/borsa/azioni/profilo-societa-dettaglio.html?isin=IT0005531238&lang=it,Y,NotCoveringPeriod,outofscope,na,na,,,,https://finance.yahoo.com/quote/TMP.MI?p=TMP.MI&.tsrc=fin-srch,
487,Tod'S,https://www.borsaitaliana.it/borsa/azioni/scheda/IT0003007728.html?lang=it,Euronext Milan,IT0003007728,https://www.borsaitaliana.it/borsa/azioni/profilo-societa-dettaglio.html?isin=IT0003007728&lang=it,Y,,Y,Beni voluttuari,Servizi e prodotti di consumo,IT,EN,,https://finance.yahoo.com/quote/TOD.MI?p=TOD.MI&.tsrc=fin-srch,
488,Toscana Aeroporti,https://www.borsaitaliana.it/borsa/azioni/scheda/IT0000214293.html?lang=it,Euronext Milan,IT0000214293,https://www.borsaitaliana.it/borsa/azioni/profilo-societa-dettaglio.html?isin=IT0000214293&lang=it,Y,,Y,na,na,EN,EN,Y,https://finance.yahoo.com/quote/TYA.MI?p=TYA.MI&.tsrc=fin-srch,included
489,Tps,https://www.borsaitaliana.it/borsa/azioni/euronext-growth-milan/scheda/IT0005246142.html?lang=it,Euronext Growth Milan,IT0005246142,https://www.borsaitaliana.it/borsa/azioni/profilo-societa-dettaglio.html?isin=IT0005246142&lang=it,Y,,N,na,na,,,,https://finance.yahoo.com/quote/TPS.MI?p=TPS.MI&.tsrc=fin-srch,
490,Trawell Co,https://www.borsaitaliana.it/borsa/azioni/euronext-growth-milan/scheda/IT0005378325.html?lang=it,Euronext Growth Milan,IT0005378325,https://www.borsaitaliana.it/borsa/azioni/profilo-societa-dettaglio.html?isin=IT0005378325&lang=it,Y,,Y,na,na,EN,EN,Y,https://finance.yahoo.com/quote/TWL.MI?p=TWL.MI&.tsrc=fin-srch,excluded
491,Trendevice,https://www.borsaitaliana.it/borsa/azioni/euronext-growth-milan/scheda/IT0005422792.html?lang=it,Euronext Growth Milan,IT0005422792,https://www.borsaitaliana.it/borsa/azioni/profilo-societa-dettaglio.html?isin=IT0005422792&lang=it,Y,,N,na,na,,,,https://finance.yahoo.com/quote/TD.MI?p=TD.MI&.tsrc=fin-srch,
492,Trevi Fin Ind,https://www.borsaitaliana.it/borsa/azioni/scheda/IT0005422768.html?lang=it,Euronext Milan,IT0005422768,https://www.borsaitaliana.it/borsa/azioni/profilo-societa-dettaglio.html?isin=IT0005422768&lang=it,Y,,N,Industria,Edilizia e materiali,,,,https://finance.yahoo.com/quote/IT0005422768.SG?p=IT0005422768.SG&.tsrc=fin-srch,
493,Triboo,https://www.borsaitaliana.it/borsa/azioni/scheda/IT0005001554.html?lang=it,Euronext Milan,IT0005001554,https://www.borsaitaliana.it/borsa/azioni/profilo-societa-dettaglio.html?isin=IT0005001554&lang=it,Y,,Y,Beni voluttuari,Media,IT,IT,,https://finance.yahoo.com/quote/TB.MI?p=TB.MI&.tsrc=fin-srch,
494,Tripadvisor,https://www.borsaitaliana.it/borsa/azioni/global-equity-market/scheda/US8969452015.html?lang=it,Global Equity Market,US8969452015,https://www.borsaitaliana.it/borsa/azioni/profilo-societa-dettaglio.html?isin=US8969452015&lang=it,Y,,outofscope,na,na,,,,https://finance.yahoo.com/quote/TRIP?p=TRIP&.tsrc=fin-srch,
495,Txt E-Solutions,https://www.borsaitaliana.it/borsa/azioni/scheda/IT0001454435.html?lang=it,Euronext STAR Milan,IT0001454435,https://www.borsaitaliana.it/borsa/azioni/profilo-societa-dettaglio.html?isin=IT0001454435&lang=it,Y,,N,Tecnologia,Tecnologia,,,,https://finance.yahoo.com/quote/TXT.MI?p=TXT.MI&.tsrc=fin-srch,
496,Ucapital24,https://www.borsaitaliana.it/borsa/azioni/euronext-growth-milan/scheda/IT0005380461.html?lang=it,Euronext Growth Milan,IT0005380461,https://www.borsaitaliana.it/borsa/azioni/profilo-societa-dettaglio.html?isin=IT0005380461&lang=it,Y,,Y,na,na,IT,IT,,https://finance.yahoo.com/quote/U24.MI?p=U24.MI&.tsrc=fin-srch,
497,Ulisse Biomed,https://www.borsaitaliana.it/borsa/azioni/euronext-growth-milan/scheda/IT0005451213.html?lang=it,Euronext Growth Milan,IT0005451213,https://www.borsaitaliana.it/borsa/azioni/profilo-societa-dettaglio.html?isin=IT0005451213&lang=it,Y,,N,na,na,,,,https://finance.yahoo.com/quote/UBM.MI?p=UBM.MI&.tsrc=fin-srch,
498,Unicredit,https://www.borsaitaliana.it/borsa/azioni/scheda/IT0005239360.html?lang=it,Euronext Milan,IT0005239360,https://www.borsaitaliana.it/borsa/azioni/profilo-societa-dettaglio.html?isin=IT0005239360&lang=it,Y,,Y,Finanza,Banche,EN,EN,Y,https://finance.yahoo.com/quote/UCG.MI?p=UCG.MI&.tsrc=fin-srch,bankassfin
499,Unidata,https://www.borsaitaliana.it/borsa/azioni/scheda/IT0005338840.html?lang=it,Euronext STAR Milan,IT0005338840,https://www.borsaitaliana.it/borsa/azioni/profilo-societa-dettaglio.html?isin=IT0005338840&lang=it,Y,,Y,Telecomunicazioni,Telecomunicazioni,IT,IT,,https://finance.yahoo.com/quote/UD.MI?p=UD.MI&.tsrc=fin-srch,
